wave,year,happening,cause_recoded,sci_consensus,worry,harm_personally,harm_US,harm_dev_countries,harm_future_gen,harm_plants_animals,when_harm_US,reg_CO2_pollutant,reg_utilities,fund_research,discuss_GW,gender,age_category,educ_category,income_category,race,party_x_ideo,region4,employment,happening_cont,worry_cont,happening_labels,age_category_labels,educ_category_labels,income_category_labels
1,2008,3,natural and human,dont know,2,0,0,0,3,2,2,3,1,3,1,female,2,4,1,black non hisp,moderate democrate,south,Working –as a paid employee,2.0405139894069824,2.7578059210960797,yes,35-54,bachelor or higher,less 50000
1,2008,2,natural and human,disagreement,3,2,2,3,3,4,6,3,3,4,3,male,1,4,2,white non hisp,moderate republican,west,Working –as a paid employee,2.0029822401082384,2.6913967206279783,dont know,18-34,bachelor or higher,50000-99999
1,2008,2,natural and human,disagreement,2,3,3,3,4,4,5,3,4,4,3,female,2,4,2,white non hisp,moderate republican,midwest,Working –as a paid employee,2.7901384430129506,1.5763103219591703,dont know,35-54,bachelor or higher,50000-99999
1,2008,2,natural and human,happening,3,4,4,4,4,4,6,3,3,4,1,female,2,1,1,white non hisp,liberal democrat,midwest,Working –as a paid employee,1.2943775795630654,2.7414941262700525,dont know,35-54,no highschool,less 50000
1,2008,2,natural,disagreement,1,0,0,0,0,0,1,1,1,3,3,female,2,3,3,white non hisp,moderate republican,south,Not working –other,1.3081427340452532,0.2673826317387976,dont know,35-54,college,more 100000
1,2008,3,natural,happening,3,2,2,2,3,3,2,2,3,4,2,female,3,3,1,white non hisp,moderate democrate,west,Not working –retired,2.8788173048140364,2.147798419343328,yes,55+,college,less 50000
1,2008,2,not happening,disagreement,3,3,0,0,3,4,6,4,4,4,3,male,2,1,1,white non hisp,moderate democrate,south,Working –self-employe,2.0799448489103414,2.6035867178707655,dont know,35-54,no highschool,less 50000
1,2008,2,natural and human,dont know,2,2,2,2,2,2,3,3,1,4,1,female,3,1,1,white non hisp,moderate democrate,south,Working –as a paid employee,2.2329370705188945,2.0887176085673027,dont know,55+,no highschool,less 50000
1,2008,3,natural and human,happening,4,3,3,4,4,4,6,4,4,4,3,female,1,4,2,white non hisp,liberal democrat,west,Not working –other,2.217510333782328,3.563812047772029,yes,18-34,bachelor or higher,50000-99999
1,2008,3,natural and human,disagreement,3,1,0,-1,4,4,2,3,2,3,3,female,1,3,2,white non hisp,independent,northeast,Working –as a paid employee,3.8095981886668806,3.1959512552610785,yes,18-34,college,50000-99999
1,2008,1,natural,not happening,1,1,1,1,0,1,-1,3,1,3,1,male,3,2,1,white non hisp,independent,south,Not working –retired,1.2316222160617893,1.1474450219461068,no,55+,highschool,less 50000
1,2008,3,natural and human,happening,4,2,4,4,4,4,6,4,4,4,3,female,2,3,3,white non hisp,independent,west,Not working –other,2.504681906588341,3.301925243995652,yes,35-54,college,more 100000
1,2008,2,natural,disagreement,3,2,2,0,0,2,5,3,3,4,3,male,3,4,1,white non hisp,moderate democrate,northeast,Not working –retired,1.4091099468145876,2.4055914042681192,dont know,55+,bachelor or higher,less 50000
1,2008,3,natural and human,dont know,3,0,0,0,4,4,5,-1,-1,-1,3,female,2,3,2,white non hisp,refused,midwest,Working –as a paid employee,2.794173950880141,3.8461490452445997,yes,35-54,college,50000-99999
1,2008,2,natural and human,disagreement,3,2,3,0,3,3,1,3,3,3,2,male,2,3,1,white non hisp,conservative republican,south,Working –as a paid employee,2.493112758566016,3.273300371046742,dont know,35-54,college,less 50000
1,2008,3,natural and human,dont know,3,0,0,0,0,0,4,3,2,3,3,female,2,2,1,white non hisp,moderate democrate,south,Working –as a paid employee,3.826118687046904,3.03367028293045,yes,35-54,highschool,less 50000
1,2008,3,natural and human,happening,3,0,0,0,3,0,3,3,1,3,2,female,2,2,3,white non hisp,moderate democrate,west,Not working –other,2.835939162379648,2.388098565417191,yes,35-54,highschool,more 100000
1,2008,3,natural and human,happening,3,1,2,4,3,4,3,3,3,4,1,male,1,4,3,white non hisp,conservative republican,south,Not working –looking,2.7702501692829835,2.579373577957518,yes,18-34,bachelor or higher,more 100000
1,2008,3,natural,dont know,1,1,2,2,3,3,2,4,3,4,1,male,3,4,2,white non hisp,conservative republican,south,Not working –disabled,3.797831500490975,1.875235409860791,yes,55+,bachelor or higher,50000-99999
1,2008,3,natural and human,disagreement,3,3,3,3,4,4,6,3,3,3,2,male,2,4,3,white non hisp,moderate republican,south,Working –self-employe,3.3754185644104213,3.636649332475839,yes,35-54,bachelor or higher,more 100000
1,2008,1,natural,disagreement,2,1,2,2,3,2,1,2,1,3,3,male,1,4,1,white non hisp,independent,midwest,Working –as a paid employee,0.9584014784403547,2.5367944960095405,no,18-34,bachelor or higher,less 50000
1,2008,2,natural,disagreement,3,2,2,2,2,2,1,3,3,3,3,male,2,4,3,white non hisp,moderate republican,northeast,Working –as a paid employee,1.991648244714036,2.8927315339474733,dont know,35-54,bachelor or higher,more 100000
1,2008,3,natural and human,happening,3,4,4,4,4,4,4,3,3,4,2,male,2,1,2,white non hisp,conservative republican,northeast,Working –as a paid employee,3.6515813524807785,3.0328891169201886,yes,35-54,no highschool,50000-99999
1,2008,3,natural and human,disagreement,4,3,3,4,4,4,6,4,4,4,3,female,2,3,2,white non hisp,liberal democrat,south,Working –as a paid employee,2.869220707451437,3.3988055135363355,yes,35-54,college,50000-99999
1,2008,3,natural,happening,3,2,4,4,4,3,4,-1,4,4,3,female,3,2,1,white non hisp,moderate republican,northeast,Not working –retired,3.2199222991202205,3.991902902064674,yes,55+,highschool,less 50000
1,2008,3,natural and human,happening,3,3,3,4,4,4,6,3,3,4,3,female,1,4,1,white non hisp,liberal democrat,south,Working –as a paid employee,2.6781680684040996,2.8322201697227727,yes,18-34,bachelor or higher,less 50000
1,2008,3,natural and human,happening,3,2,3,3,4,4,4,3,3,4,2,female,2,3,2,white non hisp,liberal democrat,west,Working –as a paid employee,2.69998234726,2.627102965023278,yes,35-54,college,50000-99999
1,2008,3,natural,disagreement,3,2,4,4,4,4,5,2,3,3,1,female,1,1,1,hisp,no interest,south,Working –as a paid employee,2.7561510331006978,2.4742125744264993,yes,18-34,no highschool,less 50000
1,2008,3,natural,happening,4,0,0,0,4,4,2,-1,4,4,4,male,3,4,1,white non hisp,liberal democrat,south,Not working –disabled,2.9402388969030797,3.638429706450048,yes,55+,bachelor or higher,less 50000
1,2008,3,natural and human,happening,3,0,4,4,4,4,6,3,4,4,3,female,2,4,2,black non hisp,liberal democrat,midwest,Not working –other,3.342011597663752,2.7890963231602903,yes,35-54,bachelor or higher,50000-99999
1,2008,2,natural,dont know,3,3,4,3,4,4,6,3,3,3,1,male,2,1,1,white non hisp,no interest,midwest,Not working –looking,1.8028802480554633,2.761957221640361,dont know,35-54,no highschool,less 50000
1,2008,3,natural and human,dont know,3,2,3,3,4,4,4,1,2,3,2,female,1,2,2,other non hisp,no interest,south,Not working –other,3.090225591039753,3.0714753391339573,yes,18-34,highschool,50000-99999
1,2008,3,natural and human,happening,3,2,3,3,3,3,3,3,3,4,3,male,1,3,1,white non hisp,conservative republican,west,Working –as a paid employee,2.2922412287909415,2.293851185528888,yes,18-34,college,less 50000
1,2008,3,human,disagreement,3,1,3,4,4,4,3,4,3,4,3,male,3,4,2,white non hisp,conservative republican,midwest,Working –as a paid employee,2.915185080541273,2.6339263003842968,yes,55+,bachelor or higher,50000-99999
1,2008,3,natural and human,happening,3,2,4,4,4,4,4,4,4,4,4,male,3,4,3,white non hisp,liberal democrat,south,Not working –retired,2.5643091276357883,2.6599626882228704,yes,55+,bachelor or higher,more 100000
1,2008,3,natural and human,disagreement,3,0,0,0,0,0,6,2,2,2,1,female,1,2,3,white non hisp,moderate republican,south,Working –as a paid employee,3.497409903263799,2.452886703227649,yes,18-34,highschool,more 100000
1,2008,1,natural,dont know,1,-1,0,0,-1,0,1,3,3,3,4,female,1,1,3,hisp,moderate republican,south,Working –as a paid employee,1.2002871427583843,0.3973126378383395,no,18-34,no highschool,more 100000
1,2008,3,natural and human,happening,4,4,4,4,4,4,6,4,4,4,4,male,2,4,2,hisp,liberal democrat,south,Working –self-employe,2.922825058234404,3.560707528496261,yes,35-54,bachelor or higher,50000-99999
1,2008,1,natural,happening,2,2,2,3,2,2,2,3,3,3,3,male,3,3,2,white non hisp,conservative republican,south,Working –as a paid employee,1.5576377739702034,2.7223420445562927,no,55+,college,50000-99999
1,2008,2,natural and human,disagreement,3,0,0,0,0,0,2,3,3,3,2,female,2,3,2,white non hisp,no interest,south,Working –as a paid employee,2.0554039249920524,3.2067237103702464,dont know,35-54,college,50000-99999
1,2008,3,natural and human,happening,3,3,3,4,0,4,6,4,3,4,3,female,2,4,2,white non hisp,liberal democrat,northeast,Working –as a paid employee,3.8183878710565784,3.3271697518109367,yes,35-54,bachelor or higher,50000-99999
1,2008,2,natural,disagreement,2,0,0,0,0,0,1,3,2,4,1,female,3,1,1,white non hisp,conservative republican,south,Not working –retired,2.3792536261037958,2.2808047042327253,dont know,55+,no highschool,less 50000
1,2008,3,natural and human,happening,3,4,3,4,4,4,5,4,4,4,3,male,1,4,3,other non hisp,liberal democrat,northeast,Working –as a paid employee,3.3508837310554482,3.850523295508837,yes,18-34,bachelor or higher,more 100000
1,2008,3,natural and human,happening,3,2,3,4,4,4,6,4,3,4,3,male,1,4,2,white non hisp,liberal democrat,midwest,Not working –other,3.29113042404019,2.8284374140483735,yes,18-34,bachelor or higher,50000-99999
1,2008,2,natural,dont know,1,1,2,3,3,3,2,2,2,3,2,female,1,4,1,white non hisp,conservative republican,south,Working –as a paid employee,2.2888104474224678,1.3909574297543852,dont know,18-34,bachelor or higher,less 50000
1,2008,1,not happening,disagreement,1,1,1,1,1,1,1,2,1,3,3,male,2,3,3,white non hisp,moderate republican,west,Working –as a paid employee,0.5229189732514585,0.702680037622916,no,35-54,college,more 100000
1,2008,3,natural and human,disagreement,3,2,3,4,4,4,4,3,4,3,3,male,1,3,2,white non hisp,liberal democrat,midwest,Working –as a paid employee,3.505285453687154,3.2336577750760878,yes,18-34,college,50000-99999
1,2008,3,natural and human,happening,3,2,3,4,4,4,6,3,2,3,1,female,1,4,2,hisp,liberal democrat,west,Working –as a paid employee,3.119369292825581,2.5910650690529042,yes,18-34,bachelor or higher,50000-99999
1,2008,3,natural and human,happening,3,3,3,3,3,4,5,3,3,3,3,male,1,2,2,white non hisp,moderate republican,south,Not working –disabled,3.266295586394292,2.7834919927711064,yes,18-34,highschool,50000-99999
1,2008,3,natural and human,happening,4,3,4,4,4,4,6,4,4,4,2,male,2,4,2,white non hisp,moderate democrate,midwest,Working –self-employe,3.1658810993205897,3.7287793323523406,yes,35-54,bachelor or higher,50000-99999
1,2008,3,natural and human,disagreement,3,2,4,4,4,4,4,4,4,4,2,male,3,4,1,black non hisp,liberal democrat,south,Not working –disabled,3.847699139138002,2.5690434416183487,yes,55+,bachelor or higher,less 50000
1,2008,3,natural,disagreement,1,1,1,1,1,2,1,3,2,4,2,male,3,4,2,white non hisp,conservative republican,west,Not working –retired,2.474170667959903,1.0001295451539032,yes,55+,bachelor or higher,50000-99999
1,2008,3,natural,disagreement,1,1,1,1,1,1,1,2,2,4,2,male,3,4,2,white non hisp,moderate republican,south,Not working –retired,2.6778138415002566,0.608547561948456,yes,55+,bachelor or higher,50000-99999
1,2008,1,natural,disagreement,1,1,1,1,1,1,1,1,1,1,3,male,3,4,3,white non hisp,conservative republican,south,Working –as a paid employee,1.5232588383024197,1.7691635690948857,no,55+,bachelor or higher,more 100000
1,2008,3,natural and human,happening,3,2,2,2,2,2,3,4,4,4,3,male,2,4,3,white non hisp,moderate republican,west,Working –as a paid employee,3.1117255949242653,3.046889126443851,yes,35-54,bachelor or higher,more 100000
1,2008,3,natural and human,happening,2,2,3,4,4,4,6,3,4,3,2,male,3,2,1,hisp,independent,south,Not working –retired,2.835400726221605,1.246301835431253,yes,55+,highschool,less 50000
1,2008,1,not happening,disagreement,2,2,2,2,2,2,1,1,2,3,1,male,3,4,1,white non hisp,conservative republican,west,Not working –retired,1.2007462606112167,1.399456292613755,no,55+,bachelor or higher,less 50000
1,2008,2,not happening,disagreement,2,1,2,2,2,2,4,1,1,1,1,female,3,3,3,other non hisp,independent,west,Not working –retired,1.3205248394584528,1.3772134237388882,dont know,55+,college,more 100000
1,2008,3,natural,disagreement,1,0,0,0,0,0,2,1,1,2,2,female,3,1,2,white non hisp,conservative republican,midwest,Not working –retired,2.931439808836824,0.8746415606981485,yes,55+,no highschool,50000-99999
1,2008,2,natural,dont know,3,3,4,4,4,4,6,3,2,4,2,male,1,2,1,white non hisp,moderate democrate,west,Working –as a paid employee,1.6177712336235537,3.3950709067968883,dont know,18-34,highschool,less 50000
1,2008,2,natural,disagreement,2,1,3,3,4,4,2,3,4,4,2,female,3,3,3,white non hisp,moderate republican,south,Not working –retired,2.921020253432874,2.612382792133136,dont know,55+,college,more 100000
1,2008,3,human,happening,2,1,3,0,4,4,4,4,4,4,3,female,3,4,1,white non hisp,moderate republican,west,Not working –retired,3.0592640438884477,2.4831459506820313,yes,55+,bachelor or higher,less 50000
1,2008,3,natural and human,happening,3,3,3,3,3,3,6,3,3,3,2,male,2,2,2,white non hisp,conservative republican,midwest,Not working –retired,2.1019882875488207,3.322024839246126,yes,35-54,highschool,50000-99999
1,2008,3,human,disagreement,3,3,3,4,4,4,6,3,2,4,3,female,3,3,1,white non hisp,independent,west,Not working –retired,3.5044909368338057,3.6707638962942974,yes,55+,college,less 50000
1,2008,3,human,disagreement,1,1,3,3,4,4,5,3,2,4,1,male,1,2,1,white non hisp,no interest,midwest,Working –as a paid employee,2.8303821167717635,1.0073444086622807,yes,18-34,highschool,less 50000
1,2008,2,natural,disagreement,3,0,0,0,0,4,6,3,3,3,3,female,3,4,1,white non hisp,conservative republican,west,Working –as a paid employee,1.9675522473887652,2.9046443217300695,dont know,55+,bachelor or higher,less 50000
1,2008,1,natural,disagreement,1,1,1,1,1,1,1,3,3,3,2,male,3,3,1,white non hisp,conservative republican,west,Not working –disabled,0.5302251300171454,3.1945083151309315,no,55+,college,less 50000
1,2008,2,natural,disagreement,2,1,1,1,0,0,2,2,3,4,2,female,2,4,2,white non hisp,moderate republican,west,Not working –looking,1.7496198273169403,2.804800437550984,dont know,35-54,bachelor or higher,50000-99999
1,2008,1,natural,disagreement,1,1,3,1,1,1,6,2,2,3,3,male,1,3,2,white non hisp,conservative republican,south,Working –as a paid employee,1.3561367719614472,0.8463533837891115,no,18-34,college,50000-99999
1,2008,3,natural and human,happening,3,3,3,3,4,4,3,3,3,4,3,female,2,3,2,white non hisp,moderate democrate,northeast,Not working –looking,3.287041543741587,2.992200978229343,yes,35-54,college,50000-99999
1,2008,3,natural and human,happening,4,2,3,4,4,3,6,4,4,4,3,female,2,4,2,other non hisp,liberal democrat,west,Not working –other,3.3419361984225295,4.426834285355227,yes,35-54,bachelor or higher,50000-99999
1,2008,3,human,happening,3,3,3,3,4,4,4,4,4,4,2,female,2,4,3,white non hisp,moderate democrate,northeast,Working –as a paid employee,3.024491572383175,3.3177122529697516,yes,35-54,bachelor or higher,more 100000
1,2008,3,natural and human,happening,1,1,1,1,1,1,2,2,3,3,3,female,1,4,1,white non hisp,liberal democrat,south,Not working –other,3.019513291442221,1.519463062808207,yes,18-34,bachelor or higher,less 50000
1,2008,3,natural and human,happening,3,3,4,4,4,4,3,4,4,4,3,female,3,2,1,white non hisp,moderate democrate,south,Not working –retired,2.233419667107591,3.3171593794778858,yes,55+,highschool,less 50000
1,2008,1,natural,disagreement,1,1,1,1,1,1,1,1,3,1,1,male,2,4,3,white non hisp,conservative republican,south,Working –self-employe,0.7145239784023354,1.7062675692602074,no,35-54,bachelor or higher,more 100000
1,2008,3,natural and human,happening,3,3,3,4,4,4,6,3,3,4,3,female,3,3,2,white non hisp,moderate democrate,west,Not working –retired,3.0952421094296754,3.116051017117864,yes,55+,college,50000-99999
1,2008,3,natural and human,happening,4,1,4,4,4,4,6,4,4,4,3,male,3,4,1,white non hisp,liberal democrat,west,Working –as a paid employee,3.440558024740698,4.893025117125945,yes,55+,bachelor or higher,less 50000
1,2008,3,natural and human,dont know,2,1,1,1,2,2,2,3,2,3,1,female,1,4,1,white non hisp,conservative republican,midwest,Working –as a paid employee,2.4816350453057243,1.5735530826474458,yes,18-34,bachelor or higher,less 50000
1,2008,3,natural and human,happening,2,3,3,3,4,4,5,4,2,4,2,male,3,4,3,black non hisp,moderate democrate,midwest,Working –as a paid employee,2.1340303322507053,1.646951504074704,yes,55+,bachelor or higher,more 100000
1,2008,3,natural and human,happening,3,3,4,4,4,4,4,3,3,3,3,female,1,4,2,white non hisp,liberal democrat,midwest,Working –as a paid employee,2.2235377908709246,3.397629051957534,yes,18-34,bachelor or higher,50000-99999
1,2008,1,natural,disagreement,1,1,2,2,2,2,1,2,1,3,2,male,2,3,1,white non hisp,conservative republican,south,Working –self-employe,1.7929060257456226,1.9945245245421308,no,35-54,college,less 50000
1,2008,1,natural,not happening,1,1,1,1,1,1,1,1,1,3,3,male,2,4,2,white non hisp,conservative republican,midwest,Working –as a paid employee,0.9980703981696438,0.5608772178628313,no,35-54,bachelor or higher,50000-99999
1,2008,3,natural and human,happening,4,3,3,4,4,3,6,3,3,4,3,male,3,4,1,white non hisp,liberal democrat,midwest,Not working –retired,3.1278067564602745,3.705857761479236,yes,55+,bachelor or higher,less 50000
